,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1,0.07085722606462329,0.036487566117042056,0.03268192027739826,0.04498925403082979,0.023188134707240675,0.04203128196032984,0.11320348228475759,0.011890423275921347,0.038755277517170825,0.03781640892637435,0.06490697468652028,0.060798232272123755,0.04086880342280549,0.026112374331545733,0.021089444356251798,0.028442914202819726,0.015342602978386372,0.02928613758108799,0.02776850591903368,0.020749119376600667,0.03389010779321519,0.02705974536542449,0.014308887111739747,0.014637855476145592,0.013102930831588568
2,6.802772074493009e-05,0.000596138423619171,0.0010172605980187654,0.00017051850818578895,0.001568074406884756,0.0008241812299404826,0.0010182627879585775,0.002779476493222091,0.0005154419845765984,0.00034184239973495,0.00034420954825711196,0.0005014844795158511,0.05397844468315349,0.11237309610674738,0.5987968758246159,0.20518131030274028,0.3508606923726895,0.04131667354913173,0.03956133420247912,0.001161522813441447,0.0009473659191062835,0.0009747378646069278,0.0003196527636291148,0.00024131116822529244,0.011450991497891966
3,0.1358492893625551,0.10625196797773243,0.17020626925818977,0.14508700396778973,0.21007274185932528,0.23697918880069668,0.22154933808460123,0.043228380836005435,0.10345967872889361,0.08676823286253987,0.10670322908413271,0.10111277766836851,0.13706687481822466,0.08459756781577099,0.029032483760726778,0.09734126560927747,0.0194146225638172,0.06833645187983003,0.035087975087566524,0.057871186983137514,0.04132188355879726,0.033437031745114476,0.03849447772298421,0.02080807209727356,0.007863274226671034
4,0.0027021733626945697,0.0006359302011939386,0.0006894739965597788,0.0009489713684301968,0.0009655322734276896,0.0005654207354177644,0.0011743156956360928,0.0012810417028488142,0.0037513707387507836,0.0025667878418813117,0.001634334423935909,0.0021182752919345457,0.00132538156072272,0.005138279455393432,0.006928079420505049,0.019943125446611493,0.014571685015278705,0.13410175390912538,0.29622105837408635,0.22362100484035766,0.1611028680772414,0.36674333657174907,0.1919951767983093,0.14959591982559528,0.3775256474440904
5,0.2263018209209193,0.3234516022649283,0.17022890594920942,0.26137855562359785,0.22539494294040216,0.21648707705674877,0.20937942117009134,0.09039469560612284,0.16514558150625147,0.13771667920037664,0.20351479350596688,0.13658607160828098,0.13360854976324527,0.13628009019442175,0.04382260013286654,0.1433683498561216,0.08301972989272219,0.11110314869735374,0.08475872800741319,0.10917488626391272,0.16000713196685443,0.05569383245708524,0.05182830570490174,0.03153169991904989,0.08711476563555724
6,0.0011424152931170677,0.0004485933342948556,0.0007202613433556897,0.002696908900913727,0.0009811093984042037,0.0010120404311717848,0.006721317943643838,0.6566953774900487,0.201791296210119,0.14248347915478904,0.07459025229867426,0.1629974365062868,0.12416320706012766,0.09397327228626501,0.009648923910984165,0.006858920007606389,0.0017568142558292258,0.003176424517856594,0.0015860134034288978,0.002344473451231682,0.0010082701385160581,0.00048748044159489443,0.00022941889922092367,0.00031123741699705,0.0002250950145910888
7,0.12114577990914903,0.06010459625395015,0.08303343563207559,0.0596782658477759,0.05638445157448769,0.08402758663383139,0.10444873585070055,0.037385210471855786,0.08624448278853765,0.07784332565364972,0.07683389908603558,0.0871361221682392,0.09046030755400597,0.10893987328990509,0.0911559377852232,0.09271656379306291,0.09342468265796375,0.15587630270133992,0.10102784677539826,0.10862428591370953,0.14746531399456161,0.11867083171210534,0.1305074152081357,0.06387969180386321,0.1255966646523923
8,0.0735641930307915,0.05242434407118708,0.05949299180259307,0.08476419901374237,0.11616783006983215,0.10660937822169879,0.06664220394108385,0.025617804093049378,0.057686052991763985,0.11660627099156748,0.12387953148129037,0.08495205048744904,0.1492431650133372,0.07979191420939166,0.033150144984528895,0.04824884819786481,0.010155640417364057,0.08347479763491025,0.012803446428754174,0.030664483376718787,0.03990439777585532,0.012369516943298811,0.028351043007473965,0.019942448507998742,0.023487694215366485
9,0.0002685697888260457,0.0036716187528024117,0.0014582145604349317,0.0017403183512158635,8.068682527309673e-05,0.00034792490154343506,0.00019844974915955274,0.0,0.00038091459530988433,0.00020821121768666687,0.0,0.0002804018987833305,0.0005182965956953567,0.0013366463680860967,0.0003174970266685638,0.1598829553862631,0.2719178460640435,0.1987513218330088,0.24275699687012403,0.30153207103617197,0.2962857476963327,0.22324777685233582,0.43046144202168357,0.5681299845544904,0.2612205099594531
10,0.1788338493833791,0.1987799797517558,0.3405303219510686,0.17752420932093024,0.16996862461743747,0.13953820591413485,0.17460381496505487,0.024792292221609336,0.05564374486225938,0.07387704975256158,0.0640494268018016,0.05353917893694367,0.07632835363985468,0.1500337498194655,0.038187058901916086,0.04944075030798152,0.02927019301535521,0.03684122285407609,0.04153603273268524,0.03126316285878997,0.0287629684777415,0.027007365357229057,0.01951570736950222,0.009846763719238148,0.018842404455511233
11,0.05326748966281094,0.0701308233391804,0.039834504508014235,0.09012470607710786,0.04468687779132619,0.05278837680010311,0.024382285803319918,0.02987021613815206,0.09042603362313857,0.08562665050318778,0.07211929475474235,0.07744135954556887,0.03541500435840611,0.031887288174407204,0.018795672648471512,0.0446598540648631,0.017173464773620254,0.045795307876503565,0.00962253106625509,0.027113787812562434,0.03329481423447026,0.006339049217411585,0.020157911933297534,0.013727762056006234,0.02993395139433644
12,0.003908615131209146,0.001539272943045944,0.0008338471253712972,0.002971669687896736,0.0020971774359682476,0.0014153292596146658,0.0016469191815260621,0.0011368129157349413,0.0013125503683523638,0.002111916370848392,0.00707118996751191,0.006999106210211743,0.008814002521075883,0.012480078719797645,0.009185904300597297,0.004110473352309052,0.05190244707791296,0.008190620395343334,0.0610236678885574,0.01429422179022032,0.004614570207127304,0.09055415907687947,0.028745896065304113,0.07703080104950251,0.00045969993249492713
13,0.01824255662400331,0.015453180659096687,0.022165785556925194,0.01544513312729138,0.012143724879462655,0.015996515041305906,0.013284827892978987,0.014681882780021168,0.03165120717133852,0.028568431132907073,0.025155328872411856,0.035851999003503957,0.01330425300434622,0.012453902960728538,0.010758024098598249,0.017817506946576564,0.013391526967003478,0.010040987549635632,0.010245210411886956,0.005411550179008455,0.0127684478571788,0.023129820469816,0.023154336242445294,0.005255785975150946,0.01596507300738892
14,0.08921198871598315,0.07914418764800454,0.038320833240591344,0.07459802724401772,0.10510793332435958,0.04059656255261658,0.01685076215237911,0.029529291363787857,0.0874264283681114,0.13188279416685694,0.11171855618545472,0.11297085217740666,0.08004524961584282,0.09321957658900906,0.06906341563221323,0.026509833088952585,0.010721874416879922,0.020631773044892367,0.01373869331483437,0.014461866493382304,0.013925502472357507,0.005791441230275386,0.0031218618004544203,0.014399757531251249,0.004624590587353648
15,0.021639615041551305,0.04831769034887354,0.03622141939676588,0.03472053912619865,0.02900403268209822,0.05889598565534951,0.04351460310216579,0.02810840135256778,0.07332097048311585,0.073223965463031,0.06520178965017753,0.07435449958894585,0.05317715626732866,0.04937266159863004,0.018290956302643775,0.05402228883448131,0.015790298618182902,0.05152766506392432,0.020648969877693112,0.05000754526443347,0.023069888073152522,0.007215332532286801,0.017262323269586412,0.009142915531848688,0.021206138482485832
